order_status,order_approved_at,review_score,count_payment_installments,customer_state,product_category_name,product_photos_qty,seller_state,total_value,count
delivered,2017-09-20,,1,MG,moveis_escritorio,1,SP,999.68,1
delivered,2016-10-06,,4,SP,telefonia,1,SP,40.86,1
delivered,2018-05-16,,1,DF,livros_interesse_geral,1,SP,81.42,1
delivered,2018-01-17,,1,ES,climatizacao,2,SP,216.15,1
delivered,2018-07-05,3,1,SP,eletrodomesticos,3,SP,188.63,1
delivered,2018-02-07,5,6,MG,beleza_saude,1,RJ,126.43,1
delivered,2017-08-13,5,1,PR,eletronicos,1,PR,31.38,1
delivered,2018-06-04,2,1,SP,informatica_acessorios,1,SP,20.27,1
delivered,2018-07-06,,4,AP,moveis_decoracao,1,SP,119.45,1
delivered,2018-07-05,,1,MG,esporte_lazer,5,SP,96.74,1
delivered,2017-05-03,5,3,PR,perfumaria,2,SP,71.56,1
delivered,2018-03-01,,1,RR,moveis_escritorio,1,SP,434.76,1
delivered,2018-02-06,,1,CE,brinquedos,4,SP,62.53,1
delivered,2018-02-21,2,2,PE,informatica_acessorios,2,DF,161.68,1
delivered,2018-07-05,3,1,SP,cama_mesa_banho,1,SP,231.09499999999997,2
delivered,2017-07-31,1,6,PR,informatica_acessorios,1,SP,65.0,1
delivered,2018-06-11,,1,RJ,relogios_presentes,9,SP,60.42,1
delivered,2017-02-09,,1,MA,telefonia,2,BA,161.51,1
delivered,2018-02-05,,5,MG,utilidades_domesticas,1,SP,67.5,1
delivered,2018-08-01,5,1,SP,fashion_bolsas_e_acessorios,2,SP,42.77,1
delivered,2017-10-24,4,8,MG,brinquedos,1,RJ,116.94,1
delivered,2018-02-08,,9,RJ,informatica_acessorios,1,PR,91.86,1
delivered,2017-06-30,,4,RJ,construcao_ferramentas_construcao,3,ES,132.02,1
delivered,2018-04-10,,1,SC,automotivo,2,SP,46.13,1
delivered,2017-05-03,,1,SP,automotivo,1,SP,187.47,1
delivered,2018-04-16,5,1,SP,relogios_presentes,1,SP,222.9,1
delivered,2018-05-22,4,5,SP,malas_acessorios,5,SP,186.74,1
delivered,2018-01-16,,1,GO,industria_comercio_e_negocios,2,SE,397.13,1
delivered,2017-12-30,,1,SP,ferramentas_jardim,2,SP,63.33,1
delivered,2017-05-22,,10,PE,beleza_saude,1,SP,487.55,1
delivered,2017-11-26,,3,ES,consoles_games,4,SP,39.6,1
delivered,2018-08-01,4,1,SP,moveis_escritorio,1,SP,169.39,2
delivered,2018-06-19,5,5,PR,moveis_decoracao,1,PR,315.02,1
delivered,2018-07-31,,3,SP,malas_acessorios,1,MG,120.4,1
delivered,2017-08-18,,4,SP,automotivo,1,SP,162.7,1
delivered,2018-04-18,3,3,SP,moveis_decoracao,2,SP,60.7,1
delivered,2018-08-13,,2,SP,alimentos_bebidas,1,SP,21.28,1
delivered,2018-04-24,5,1,BA,beleza_saude,1,DF,112.69,1
delivered,2018-08-01,,10,SP,construcao_ferramentas_jardim,1,SP,758.32,1
delivered,2018-03-05,1,2,MG,pet_shop,6,SP,128.25,1
delivered,2018-01-16,,8,SP,beleza_saude,2,RJ,236.29,1
delivered,2018-01-20,,10,MG,moveis_decoracao,1,SP,150.6,1
delivered,2017-05-09,5,8,MG,cama_mesa_banho,1,SP,158.75,1
delivered,2017-10-27,5,8,RS,pet_shop,2,SP,157.22,1
delivered,2017-11-25,,9,SP,fashion_calcados,4,SP,98.51,1
canceled,2017-04-10,1,6,SC,beleza_saude,1,SP,170.15,1
delivered,2017-06-09,1,2,SP,fashion_bolsas_e_acessorios,1,SP,52.78,1
delivered,2018-03-06,,1,RS,eletronicos,1,PR,38.13,1
delivered,2018-03-16,,3,MG,cool_stuff,8,SP,56.43,1
delivered,2018-04-26,,1,DF,automotivo,3,SP,213.77,1
delivered,2017-03-21,5,2,SP,moveis_decoracao,2,SP,141.86,1
delivered,2018-08-16,,8,SC,industria_comercio_e_negocios,1,RS,128.86,1
delivered,2017-11-20,4,1,MA,relogios_presentes,5,SP,76.19,1
delivered,2018-06-10,3,10,SP,casa_construcao,5,SP,164.22,1
delivered,2017-12-01,,1,PR,informatica_acessorios,2,SP,44.0,1
delivered,2017-08-29,5,1,PE,bebes,2,SP,105.03,1
delivered,2018-08-18,5,1,SP,esporte_lazer,3,SP,65.13,2
delivered,2017-11-21,,4,MG,moveis_decoracao,2,SP,55.599999999999994,1
delivered,2017-06-23,,7,SP,pet_shop,1,SP,176.74,1
delivered,2017-10-23,,1,RJ,informatica_acessorios,1,SP,54.1,1
delivered,2017-12-19,,1,GO,pet_shop,2,SC,125.85,1
delivered,2017-10-16,5,2,SP,cama_mesa_banho,1,SP,106.16,1
delivered,2018-01-24,2,10,SC,fashion_bolsas_e_acessorios,2,SP,158.89,1
delivered,2018-05-17,,1,MG,moveis_quarto,4,SP,748.34,1
delivered,2017-09-02,,3,SP,brinquedos,3,SP,166.71,1
delivered,2017-09-06,4,4,DF,beleza_saude,3,SP,104.37,1
delivered,2018-04-24,5,8,MG,cama_mesa_banho,1,SP,187.1,1
delivered,2018-04-01,,1,PR,utilidades_domesticas,2,SP,38.07,1
delivered,2018-02-01,,1,SP,eletronicos,1,PR,31.38,1
delivered,2018-05-10,,7,SP,bebes,2,PR,128.46,1
delivered,2018-02-15,1,1,RJ,moveis_decoracao,4,SP,26.09,1
delivered,2018-02-01,,1,SP,esporte_lazer,4,SP,62.62,1
delivered,2017-08-03,,5,MG,pet_shop,1,SP,172.84,1
delivered,2018-05-09,,1,SP,esporte_lazer,8,SP,454.17,1
delivered,2018-05-16,,1,SP,esporte_lazer,1,PR,199.8,1
unavailable,2017-12-08,3,6,MG,,,,107.78,1
delivered,2017-05-01,,2,SP,beleza_saude,2,SP,350.74,1
delivered,2018-06-21,1,1,BA,relogios_presentes,4,SP,86.41,1
delivered,2018-07-19,5,10,BA,fashion_bolsas_e_acessorios,1,SP,771.17,1
delivered,2017-11-25,5,4,RJ,perfumaria,2,SP,72.14,1
delivered,2018-06-28,5,8,SP,relogios_presentes,1,SC,380.22,1
delivered,2018-04-03,,1,MG,esporte_lazer,5,SP,483.43,1
delivered,2018-05-29,,1,SP,informatica_acessorios,2,SP,76.87,1
delivered,2017-05-21,2,10,SP,automotivo,5,RO,1233.42,1
delivered,2017-06-23,,8,PR,informatica_acessorios,1,MG,170.13,1
delivered,2018-08-20,4,1,SP,cama_mesa_banho,1,SP,222.02,1
delivered,2018-06-05,,1,MG,livros_tecnicos,1,SP,302.95,1
delivered,2018-07-05,,2,RJ,beleza_saude,3,SP,81.55,1
delivered,2017-05-22,,5,SP,moveis_decoracao,3,SP,57.72,1
delivered,2017-12-01,,10,SP,beleza_saude,7,SP,511.21,1
delivered,2017-08-11,5,6,MT,cama_mesa_banho,2,SP,66.74,1
delivered,2018-05-06,5,4,SP,esporte_lazer,2,SP,160.22,1
delivered,2018-01-07,,1,SP,consoles_games,3,PR,117.76,1
delivered,2018-08-01,,1,SP,fashion_bolsas_e_acessorios,5,SP,93.24,1
delivered,2018-05-04,,3,SP,moveis_decoracao,2,MG,98.7,1
delivered,2018-03-23,,2,SP,perfumaria,2,SP,58.28,1
delivered,2018-07-16,5,1,PR,automotivo,5,SP,83.02,1
delivered,2017-09-11,1,3,SP,brinquedos,5,SP,68.23,1
delivered,2017-11-14,1,2,BA,esporte_lazer,2,SP,113.4,1
delivered,2018-07-05,,1,PR,livros_interesse_geral,5,SP,360.04,1
delivered,2018-05-09,,1,SP,beleza_saude,6,SP,340.07,1
delivered,2017-10-04,,1,BA,brinquedos,4,SP,45.79,1
delivered,2018-03-05,5,4,SP,casa_construcao,4,SP,67.12,1
delivered,2018-05-09,5,6,GO,relogios_presentes,2,MG,229.15,1
delivered,2018-01-31,5,6,SP,livros_tecnicos,1,SP,127.14,1
delivered,2017-11-21,5,1,RS,relogios_presentes,3,RJ,71.83,1
delivered,2017-12-05,5,5,SP,malas_acessorios,1,SP,153.22,1
delivered,2017-06-17,,1,RS,malas_acessorios,1,MG,83.84,1
delivered,2017-08-12,4,10,MG,cama_mesa_banho,1,SP,172.3,1
delivered,2017-07-11,5,5,GO,cama_mesa_banho,1,MG,232.22,1
delivered,2018-08-21,,2,MG,cama_mesa_banho,1,SP,45.78,1
delivered,2018-05-03,,10,MG,cool_stuff,1,PR,163.92,1
delivered,2018-03-02,5,9,MG,malas_acessorios,10,SP,93.1,1
delivered,2017-12-27,,2,BA,perfumaria,2,SP,72.83,1
delivered,2018-07-02,5,2,SP,,,SP,22.19,1
delivered,2017-06-18,5,7,RJ,beleza_saude,1,SP,78.48,1
delivered,2018-07-25,5,1,RS,automotivo,4,SP,47.6,1
delivered,2017-10-09,,1,SP,bebes,1,MG,115.45,1
delivered,2018-05-21,,5,PR,utilidades_domesticas,3,SP,102.17,1
delivered,2017-03-08,,4,PI,moveis_escritorio,1,SP,345.15,1
delivered,2017-09-26,,1,RS,papelaria,2,SP,59.010000000000005,2
delivered,2018-02-23,2,3,SP,perfumaria,1,RJ,336.89,1
delivered,2017-07-14,,2,SP,bebes,2,SP,87.71,1
delivered,2018-06-25,5,5,SP,beleza_saude,3,SP,131.0,1
delivered,2017-06-10,,1,SP,perfumaria,1,SP,152.38,1
delivered,2017-11-28,5,2,SC,eletrodomesticos,10,SP,267.13,1
delivered,2018-05-18,,3,SP,automotivo,1,SP,151.32,1
delivered,2018-08-21,,1,RJ,automotivo,4,SP,210.55,1
delivered,2017-11-28,,9,MG,moveis_decoracao,1,SP,92.22,1
delivered,2018-03-28,,3,SP,cama_mesa_banho,2,SP,89.65,1
delivered,2018-05-04,5,1,MG,informatica_acessorios,1,MG,126.64,1
delivered,2018-08-03,,1,SP,esporte_lazer,1,SP,52.63,1
delivered,2017-11-16,4,1,SP,perfumaria,1,SP,37.77,1
delivered,2017-04-11,,1,SP,cool_stuff,1,SP,141.51,1
delivered,2018-08-21,,1,SP,eletronicos,3,SP,246.82,1
delivered,2017-08-27,,1,MS,beleza_saude,1,DF,97.79,1
delivered,2018-05-08,,1,SP,brinquedos,3,SP,88.11,1
delivered,2018-04-19,1,1,SP,automotivo,4,SP,41.28,1
delivered,2018-04-24,,9,SP,informatica_acessorios,2,SP,98.38,1
delivered,2018-01-19,1,4,RJ,eletronicos,1,SP,52.8,1
delivered,2017-12-05,,1,RS,informatica_acessorios,1,RS,88.55,1
delivered,2017-11-27,3,2,PR,informatica_acessorios,1,PR,140.44,1
delivered,2017-02-17,,1,SC,cool_stuff,3,SP,95.67,1
delivered,2018-01-08,,5,RJ,beleza_saude,1,SP,75.07,1
delivered,2017-05-03,4,10,SP,cama_mesa_banho,1,SP,150.04,1
delivered,2018-03-21,2,1,PR,cama_mesa_banho,3,SP,75.85,1
delivered,2018-03-03,3,10,RJ,cool_stuff,1,RS,257.91,1
delivered,2018-07-17,,1,SP,relogios_presentes,5,SP,72.07,1
delivered,2017-11-02,,3,SP,brinquedos,3,SP,51.69,1
delivered,2017-06-29,,3,RS,cama_mesa_banho,5,SP,227.27,1
delivered,2018-04-06,,1,SP,automotivo,2,SP,49.87,1
delivered,2018-01-12,,1,RS,moveis_decoracao,1,PR,75.08,1
delivered,2018-06-25,5,1,SP,cama_mesa_banho,2,SP,108.04,1
delivered,2018-01-10,,1,MG,moveis_decoracao,1,SP,94.59,1
delivered,2017-04-24,,10,SP,informatica_acessorios,8,RJ,991.2,1
delivered,2017-06-01,,1,SP,beleza_saude,1,RJ,53.0,1
delivered,2017-06-10,,10,SP,eletroportateis,3,RJ,120.97,1
delivered,2018-04-30,,10,PR,cama_mesa_banho,1,SP,150.46,1
delivered,2017-07-18,4,1,MG,automotivo,3,SC,215.37,1
delivered,2017-05-20,,3,SP,esporte_lazer,1,RJ,319.69,1
delivered,2018-06-12,,1,SP,cama_mesa_banho,1,MG,51.13,1
delivered,2018-03-03,,1,PR,informatica_acessorios,2,SP,30.09,1
delivered,2018-03-17,1,10,RJ,cama_mesa_banho,3,MG,1525.78,1
delivered,2017-04-27,,5,BA,brinquedos,6,MG,299.39,1
delivered,2017-05-25,4,4,BA,esporte_lazer,6,SP,90.7,1
delivered,2017-12-06,1,1,RS,ferramentas_jardim,2,SP,153.32,1
delivered,2017-04-30,5,1,SP,beleza_saude,1,SP,79.95,1
delivered,2018-03-26,,1,SP,esporte_lazer,3,PR,628.42,1
delivered,2018-06-11,5,6,SP,cama_mesa_banho,2,SP,69.69,1
delivered,2018-03-22,3,1,SP,,,SP,131.62,1
delivered,2018-01-20,,4,SP,papelaria,2,MG,45.0,1
delivered,2017-01-19,5,10,MG,moveis_decoracao,2,MG,480.46,1
delivered,2018-06-25,3,5,SP,moveis_decoracao,1,SP,256.59,1
delivered,2017-09-14,,1,PR,fashion_bolsas_e_acessorios,4,DF,450.19,1
delivered,2018-06-08,2,7,SC,moveis_quarto,4,PR,348.02,1
delivered,2018-05-12,,1,MG,ferramentas_jardim,2,SP,57.73,1
delivered,2018-03-07,4,6,PR,informatica_acessorios,2,SP,720.77,1
delivered,2017-08-02,4,10,SC,cama_mesa_banho,5,SP,227.27,1
delivered,2018-01-14,5,1,SP,eletronicos,1,PR,31.38,1
delivered,2017-05-22,,2,MG,informatica_acessorios,2,DF,24.09,1
delivered,2017-12-10,,3,MG,telefonia,1,SP,37.09,1
delivered,2018-03-01,1,10,RS,esporte_lazer,3,SP,758.93,1
delivered,2017-05-02,,1,SP,moveis_decoracao,3,SP,53.86,1
delivered,2017-07-20,,10,RJ,ferramentas_jardim,1,PR,347.74,1
delivered,2017-10-24,5,1,SP,telefonia,7,SP,142.41,1
delivered,2018-04-06,,5,MG,malas_acessorios,3,MG,248.57,1
delivered,2017-09-26,,1,PR,perfumaria,1,SP,99.33,1
delivered,2018-04-24,4,1,SC,moveis_decoracao,1,SP,53.71,1
delivered,2017-04-22,1,2,GO,relogios_presentes,2,SP,248.94,1
shipped,2018-04-28,1,1,RJ,esporte_lazer,5,PR,157.54,1
delivered,2017-02-07,5,10,SP,relogios_presentes,2,SP,1367.23,1
shipped,2018-03-05,,6,RJ,ferramentas_jardim,1,ES,161.23,1
delivered,2018-06-11,5,4,CE,informatica_acessorios,1,SP,41.53,1
delivered,2018-04-24,,2,SP,relogios_presentes,1,SP,393.09,1
delivered,2017-12-04,,2,MT,perfumaria,1,RJ,368.82,1
delivered,2018-03-29,,1,SP,beleza_saude,1,SP,56.525,4
delivered,2016-10-08,,1,RJ,bebes,3,RJ,50.86,1
delivered,2017-11-04,,2,RO,automotivo,6,SP,54.05,1
delivered,2018-08-24,,2,SP,relogios_presentes,1,SP,168.86,1
delivered,2018-05-07,5,1,MG,beleza_saude,3,SP,93.66,1
delivered,2017-04-16,,3,GO,perfumaria,2,SP,74.82,1
delivered,2017-09-05,5,1,RS,relogios_presentes,2,SP,295.61,1
delivered,2018-02-20,,1,SC,bebidas,3,SP,63.6,1
delivered,2017-09-03,,2,RJ,ferramentas_jardim,1,ES,264.16,1
delivered,2018-01-24,,6,SP,relogios_presentes,8,SP,62.78,1
delivered,2018-08-03,,6,MG,moveis_decoracao,3,RS,62.11,1
delivered,2018-02-08,5,2,SP,consoles_games,2,PR,169.71,1
delivered,2018-01-10,5,1,GO,cool_stuff,4,SP,90.19,1
unavailable,2017-08-13,1,10,PR,,,,1272.51,1
delivered,2018-06-14,4,1,RS,beleza_saude,3,SP,53.35,1
delivered,2018-07-25,,5,RJ,perfumaria,1,SP,134.63,1
delivered,2018-05-23,,1,SP,fraldas_higiene,1,SP,50.71,1
delivered,2017-12-17,,1,RS,moveis_decoracao,1,SP,33.0,1
delivered,2017-10-02,,1,AM,brinquedos,4,SP,54.14,1
delivered,2017-04-02,4,4,PR,relogios_presentes,6,SP,92.72,1
delivered,2018-08-02,5,4,RS,bebes,1,SP,96.6,1
delivered,2017-02-03,,1,MG,telefonia,2,SP,27.49,1
delivered,2018-05-15,3,2,RJ,relogios_presentes,1,SP,46.85,1
delivered,2018-07-19,3,1,MG,relogios_presentes,3,SP,113.77,1
delivered,2017-07-04,3,10,SP,cama_mesa_banho,5,SP,223.14,1
delivered,2017-07-05,1,5,RJ,pet_shop,1,SP,287.53,1
delivered,2018-08-23,5,2,MG,papelaria,1,SP,118.88,1
delivered,2017-06-30,,2,MG,brinquedos,4,SP,50.0,1
delivered,2017-04-21,,5,SP,cama_mesa_banho,1,SP,129.47,1
delivered,2018-08-01,1,4,SP,cama_mesa_banho,1,SC,119.9,1
delivered,2018-04-18,1,8,SP,moveis_decoracao,2,PR,134.46,1
delivered,2017-05-17,,1,RS,moveis_escritorio,1,SP,147.14,1
delivered,2017-11-21,,1,SP,informatica_acessorios,2,PR,102.66,1
delivered,2017-05-07,,8,MG,pet_shop,1,SP,84.03,1
delivered,2017-11-14,,2,SP,telefonia,6,SP,21.75,1
delivered,2017-10-29,1,1,SP,informatica_acessorios,1,RS,126.57,1
delivered,2017-08-26,,2,MG,automotivo,2,SP,186.94,1
delivered,2017-07-11,5,1,RJ,beleza_saude,1,SP,45.01,1
delivered,2018-07-27,,1,SP,telefonia,1,SP,35.41,2
delivered,2018-03-01,4,1,PR,relogios_presentes,3,SP,64.1,1
delivered,2018-05-17,,2,MG,cama_mesa_banho,6,SP,98.0,1
invoiced,2018-05-07,1,1,SP,construcao_ferramentas_seguranca,2,SP,37.29,1
delivered,2017-10-21,,1,RJ,utilidades_domesticas,1,SP,90.99,1
delivered,2018-04-19,,1,SP,informatica_acessorios,1,SP,187.32666666666668,3
delivered,2017-12-27,5,1,SP,moveis_decoracao,6,SP,88.08,1
delivered,2017-07-25,,1,SC,cool_stuff,2,SP,38.59,1
delivered,2017-11-01,,1,SP,ferramentas_jardim,5,SP,99.94,1
delivered,2018-08-18,3,1,SP,eletronicos,1,SP,24.38,1
delivered,2017-04-06,5,1,SP,malas_acessorios,1,MG,133.49,1
delivered,2017-12-11,,2,PR,moveis_decoracao,1,SP,67.02,1
delivered,2017-09-22,,1,RJ,telefonia_fixa,3,SP,47.09,1
delivered,2018-05-14,4,3,SP,beleza_saude,2,SP,68.99,1
delivered,2017-12-01,,10,RJ,beleza_saude,2,SP,104.87,1
delivered,2018-08-28,,8,SP,utilidades_domesticas,2,SP,216.58,1
delivered,2018-03-13,,1,RS,cool_stuff,1,SP,242.59,1
delivered,2018-04-03,5,3,SP,utilidades_domesticas,3,SP,62.78,1
delivered,2017-11-07,5,1,SP,fashion_roupa_masculina,2,SP,36.75,1
delivered,2018-06-06,,3,PR,utilidades_domesticas,1,MG,216.94,1
shipped,2017-12-09,,1,RJ,malas_acessorios,1,SP,325.41,1
delivered,2017-12-05,,1,MG,cama_mesa_banho,1,SP,90.26,1
delivered,2018-01-23,,1,SP,beleza_saude,1,SC,44.0,2
delivered,2018-03-21,1,3,SC,cama_mesa_banho,1,SP,155.25,1
delivered,2018-05-02,,10,SP,livros_interesse_geral,1,SP,542.66,1
delivered,2018-03-20,1,5,RS,,,PR,251.1,1
delivered,2018-07-05,,4,SP,utilidades_domesticas,3,SP,46.87,1
delivered,2017-07-29,5,1,PE,relogios_presentes,2,SP,139.89,1
shipped,2017-05-11,,7,RJ,utilidades_domesticas,1,SP,76.57,1
delivered,2017-11-27,5,1,SC,utilidades_domesticas,1,SP,37.44,1
delivered,2018-07-01,,1,MG,automotivo,1,RJ,58.95,1
delivered,2018-06-28,,2,RN,construcao_ferramentas_construcao,4,SP,106.11,1
delivered,2017-03-16,,8,MG,cama_mesa_banho,1,SP,81.04,1
delivered,2018-06-20,4,6,SP,informatica_acessorios,1,SP,64.86,1
delivered,2017-06-03,,4,BA,instrumentos_musicais,9,SP,84.6,1
delivered,2017-05-06,,8,SC,ferramentas_jardim,1,ES,138.79,1
delivered,2018-03-15,,4,SP,beleza_saude,3,SP,88.9,1
delivered,2018-05-20,,5,SP,beleza_saude,1,SP,118.53,1
delivered,2017-07-10,5,6,SP,pet_shop,3,SP,235.19,1
delivered,2016-10-08,5,2,RJ,perfumaria,2,RJ,313.72,1
delivered,2018-01-12,,1,SC,alimentos,6,SP,34.59,1
delivered,2017-08-09,,2,MS,bebes,2,MG,156.32,1
delivered,2018-06-03,5,1,SP,instrumentos_musicais,6,SP,68.75,1
delivered,2017-12-24,,3,SP,moveis_decoracao,5,SP,101.73,1
delivered,2017-06-01,5,2,PR,perfumaria,1,SP,100.33,1
delivered,2018-04-01,,1,PR,dvds_blu_ray,1,GO,75.75,1
delivered,2018-01-13,,3,BA,utilidades_domesticas,1,SP,91.74,1
delivered,2018-05-22,3,1,SP,beleza_saude,1,SP,48.78,1
delivered,2018-03-24,5,1,MG,esporte_lazer,1,SP,32.43,1
delivered,2017-12-24,,1,SP,informatica_acessorios,1,MG,152.09,1
delivered,2018-02-05,5,6,RJ,cama_mesa_banho,1,SP,168.2,1
delivered,2018-05-31,,7,ES,bebes,4,SP,389.16,1
delivered,2017-09-18,,1,SP,cama_mesa_banho,5,SP,39.24,1
delivered,2017-04-16,,1,MG,moveis_decoracao,3,RS,120.79,1
delivered,2017-05-30,,10,RJ,utilidades_domesticas,1,SP,119.68,1
delivered,2018-06-01,4,1,RJ,automotivo,2,SP,46.13,1
delivered,2017-12-23,5,1,MG,moveis_decoracao,1,SP,172.01,1
unavailable,2018-07-13,1,1,SP,,,,2345.03,1
delivered,2018-05-05,1,1,RS,moveis_decoracao,1,SP,54.32,1
delivered,2017-05-22,,5,MG,cool_stuff,2,SP,54.0,1
delivered,2017-03-15,5,1,SP,cama_mesa_banho,1,SP,191.23,1
delivered,2017-11-14,5,1,RJ,malas_acessorios,4,SP,135.08,1
delivered,2017-07-04,,1,MT,cama_mesa_banho,5,SP,233.81,1
delivered,2018-01-23,5,1,PA,cama_mesa_banho,1,SP,64.63,1
delivered,2018-03-09,5,1,MG,informatica_acessorios,2,PR,72.05,1
delivered,2017-12-02,,1,SP,informatica_acessorios,1,MG,190.37,1
delivered,2017-08-20,,2,SP,fashion_underwear_e_moda_praia,2,SP,91.66,1
delivered,2017-11-26,,2,SP,relogios_presentes,1,SP,56.78,1
delivered,2017-05-21,5,3,GO,informatica_acessorios,4,SP,66.11,1
delivered,2018-08-25,5,10,SP,agro_industria_e_comercio,4,SP,459.34,1
delivered,2018-02-04,3,3,RS,beleza_saude,1,SP,101.9,1
delivered,2017-10-11,,1,SE,telefonia,2,SP,132.39,1
processing,2017-02-22,,8,SP,esporte_lazer,1,SP,81.72,1
delivered,2017-06-07,,1,PA,brinquedos,3,SP,167.51,1
delivered,2017-09-30,5,1,RJ,esporte_lazer,1,SP,40.0,1
delivered,2018-03-20,5,1,BA,cool_stuff,4,SP,103.4,1
delivered,2017-02-13,,3,MG,bebes,6,PR,185.61,1
delivered,2018-03-24,1,2,SP,esporte_lazer,1,RJ,475.82,1
delivered,2018-06-12,,4,SP,esporte_lazer,1,SC,278.91,1
delivered,2018-08-04,,1,MG,informatica_acessorios,1,RJ,208.42,1
delivered,2017-02-25,,3,SP,cama_mesa_banho,1,SP,62.83,1
delivered,2018-04-24,,1,PR,esporte_lazer,5,SP,87.66,1
invoiced,2018-07-25,,1,SP,papelaria,1,SP,38.27,1
delivered,2017-11-29,5,2,MG,brinquedos,5,RS,166.59,1
delivered,2017-10-17,,1,RJ,beleza_saude,1,PR,368.92,1
delivered,2018-08-07,5,2,RJ,papelaria,4,SP,133.53,1
delivered,2017-06-18,,3,RS,perfumaria,2,SP,72.14,1
delivered,2017-12-29,3,3,PR,esporte_lazer,3,GO,119.29,1
delivered,2018-04-26,,2,SP,beleza_saude,4,SC,541.42,1
delivered,2017-09-04,5,10,RJ,relogios_presentes,2,SP,195.91,1
delivered,2017-02-08,4,1,SP,automotivo,2,SC,219.58,1
delivered,2017-12-26,5,1,SP,consoles_games,4,SP,25.77,1
delivered,2018-01-11,3,1,BA,informatica_acessorios,1,SP,62.91,1
delivered,2018-06-18,,5,SP,cama_mesa_banho,1,SP,114.18,1
delivered,2016-10-06,5,1,BA,telefonia,1,SP,40.79,1
delivered,2017-11-25,1,1,MT,tablets_impressao_imagem,3,SP,51.69,1
delivered,2017-11-28,,1,MS,esporte_lazer,1,PR,45.69,1
delivered,2018-04-12,,1,SP,moveis_escritorio,2,SP,133.5,1
delivered,2017-10-20,,10,SP,instrumentos_musicais,1,SP,509.81,1
delivered,2018-05-07,1,4,GO,bebes,2,SP,198.44,1
processing,2017-03-31,1,1,SP,utilidades_domesticas,2,SP,40.52,1
delivered,2017-09-10,5,6,MG,informatica_acessorios,1,MG,77.11,1
delivered,2017-09-02,,3,SP,fashion_bolsas_e_acessorios,7,PR,94.3,1
delivered,2017-09-03,,10,SP,pet_shop,1,SP,319.63,1
delivered,2017-02-27,,8,MG,cama_mesa_banho,1,SP,179.56,1
delivered,2017-11-12,,2,SP,beleza_saude,1,SP,47.62,1
delivered,2017-04-03,1,1,RS,utilidades_domesticas,1,SP,240.6,1
delivered,2017-10-15,,10,CE,cama_mesa_banho,1,SP,102.05,1
delivered,2017-01-27,,5,SP,moveis_decoracao,2,MG,56.5,1
delivered,2018-03-03,1,3,ES,cama_mesa_banho,1,SP,52.1,2
delivered,2017-09-16,,2,PA,cama_mesa_banho,5,SP,196.25,1
delivered,2017-05-29,5,1,SP,telefonia,1,DF,48.68,1
delivered,2018-07-15,,2,SP,brinquedos,2,SP,103.19,1
delivered,2017-03-09,,1,MG,beleza_saude,1,PR,389.43,1
canceled,2018-06-05,,1,RO,,,,234.43,1
delivered,2017-01-12,,5,MG,moveis_decoracao,1,SP,75.53,1
delivered,2018-03-20,1,8,PA,relogios_presentes,1,SP,1245.09,1
delivered,2018-06-27,5,10,BA,cama_mesa_banho,1,SC,251.63,1
delivered,2017-05-19,5,10,RJ,beleza_saude,1,SP,484.02,1
delivered,2017-12-10,4,1,SP,esporte_lazer,1,RJ,135.59,1
delivered,2018-08-01,,1,SP,cama_mesa_banho,1,SP,68.515,4
delivered,2018-08-09,5,1,CE,bebes,4,SP,198.05,1
delivered,2017-12-18,5,3,RJ,papelaria,3,SP,116.94,1
delivered,2017-11-25,1,1,CE,perfumaria,1,SP,71.65,1
delivered,2018-04-15,,1,SP,eletronicos,1,PR,43.37,1
delivered,2017-12-21,,6,BA,,,SP,178.46,1
delivered,2017-07-21,,3,SP,ferramentas_jardim,2,SP,144.76,1
delivered,2017-11-08,,1,SP,brinquedos,4,SC,207.9,1
delivered,2018-08-03,,5,ES,moveis_decoracao,1,PR,313.55,1
delivered,2018-08-03,5,2,SP,beleza_saude,1,SP,118.99,1
delivered,2017-08-03,5,5,RJ,cama_mesa_banho,1,SP,102.37,1
delivered,2018-03-21,4,1,RJ,moveis_decoracao,2,PR,119.42,1
delivered,2018-03-06,,2,PR,cool_stuff,1,SP,168.58,1
delivered,2017-05-31,1,4,BA,moveis_escritorio,1,SP,145.3,1
delivered,2018-04-02,,1,SP,cama_mesa_banho,1,SP,79.875,2
delivered,2018-01-12,,1,SP,esporte_lazer,1,SP,119.25,1
delivered,2018-05-15,,3,RJ,moveis_escritorio,1,SP,158.33,1
delivered,2017-09-27,,2,MG,relogios_presentes,1,SP,36.01,1
delivered,2017-09-04,,3,RS,bebes,5,SP,67.6,1
delivered,2018-02-23,1,2,RJ,esporte_lazer,1,MG,139.52,1
delivered,2018-02-01,3,1,DF,consoles_games,4,DF,63.0,1
delivered,2018-07-02,,4,MG,pet_shop,6,PR,227.34,1
delivered,2018-06-01,,8,PI,perfumaria,3,SP,408.97,1
delivered,2017-03-16,,1,SP,utilidades_domesticas,1,SP,37.86,1
delivered,2018-02-07,,1,MG,ferramentas_jardim,1,MG,146.46,1
delivered,2018-05-15,,10,RS,cama_mesa_banho,1,SP,108.59,1
delivered,2018-01-13,,2,MG,papelaria,3,SP,106.87,1
delivered,2017-10-29,,1,SP,bebes,3,SC,85.14999999999999,1
